date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:02:02	158567/158567	---MCZ	200	added ('OK')	text/html	etag:W/%22c39af1d698ddf47f445ee6968884a1a4%22	https://wellness-massagen-nuernberg.de/impressum/	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/impressum/index.html	(from https://wellness-massagen-nuernberg.de/)
18:02:02	198619/198619	---MCZ	200	added ('OK')	text/html	etag:W/%226f3b201249cd571f7cbda9f6672f5e6c%22	https://wellness-massagen-nuernberg.de/datenschutz/	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/datenschutz/index.html	(from https://wellness-massagen-nuernberg.de/)
18:02:03	264353/264353	---M-Z	200	added ('OK')	application/x-javascript	etag:%228754c293afecabf39f388c88bfb1f961%22	https://connect.facebook.net/de_DE/sdk/xfbml.customerchat.js	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/de_DE/sdk/xfbml.customerchat.js	(from https://wellness-massagen-nuernberg.de/)
18:02:04	42862/42862	---M-Z	200	added ('OK')	application/javascript	etag:%225qdWIg%22	https://embed.lpcontent.net/leadboxes/current/embed.js	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/leadboxes/current/embed.js	(from https://wellness-massagen-nuernberg.de/)
18:02:04	158000/158000	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22bfdb4de8e4458805bb05abc156ff0c70%22	https://wellness-massagen-nuernberg.de/Trident/	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/Trident/index.html	(from https://wellness-massagen-nuernberg.de/)
18:02:05	776758/776758	---M--	200	added ('OK')	image/jpeg	etag:%2286c420299d7158da432eaeced4876d34%22	https://gallery.mailchimp.com/2e741b16acb874c2c8afe237c/images/94e9cc5b-b397-4200-9019-85ce3d904f3c.jpg	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/2e741b16acb874c2c8afe237c/images/94e9cc5b-b397-4200-9019-85ce3d904f3c.jpg	(from https://wellness-massagen-nuernberg.de/about/)
18:02:05	636811/636811	---M--	200	added ('OK')	image/jpeg	etag:%22bf1f34cc1fadf1a022103e563dfcce43%22	https://gallery.mailchimp.com/2e741b16acb874c2c8afe237c/images/86eea3f2-d323-4af4-b696-37742e79e1ff.jpg	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/2e741b16acb874c2c8afe237c/images/86eea3f2-d323-4af4-b696-37742e79e1ff.jpg	(from https://wellness-massagen-nuernberg.de/about/)
18:02:05	154795/154795	---M--	200	added ('OK')	image/jpeg	etag:%2241490fe0e418818918cc53c5bfb04af7%22	https://gallery.mailchimp.com/2e741b16acb874c2c8afe237c/images/ea3e6e62-6606-41c0-bf4d-cefd1e0c9066.jpg	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/2e741b16acb874c2c8afe237c/images/ea3e6e62-6606-41c0-bf4d-cefd1e0c9066.jpg	(from https://wellness-massagen-nuernberg.de/about/)
18:02:06	738117/738117	---M--	200	added ('OK')	image/jpeg	etag:%225ea45a2e5bf69b53155daf2dca704f58%22	https://gallery.mailchimp.com/2e741b16acb874c2c8afe237c/images/fe807443-b5ae-44e8-a01d-ce29a89c97ea.jpg	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/2e741b16acb874c2c8afe237c/images/fe807443-b5ae-44e8-a01d-ce29a89c97ea.jpg	(from https://wellness-massagen-nuernberg.de/about/)
18:02:09	158000/158000	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22bfdb4de8e4458805bb05abc156ff0c70%22	https://wellness-massagen-nuernberg.de/about/Trident/	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/about/Trident/index.html	(from https://wellness-massagen-nuernberg.de/about/)
18:02:10	158000/158000	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22bfdb4de8e4458805bb05abc156ff0c70%22	https://wellness-massagen-nuernberg.de/leistung/Trident/	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/leistung/Trident/index.html	(from https://wellness-massagen-nuernberg.de/leistung/)
18:02:12	158000/158000	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22bfdb4de8e4458805bb05abc156ff0c70%22	https://wellness-massagen-nuernberg.de/contact/Trident/	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/contact/Trident/index.html	(from https://wellness-massagen-nuernberg.de/contact/)
18:02:12	158000/158000	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22bfdb4de8e4458805bb05abc156ff0c70%22	https://wellness-massagen-nuernberg.de/impressum/Trident/	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/impressum/Trident/index.html	(from https://wellness-massagen-nuernberg.de/impressum/)
18:02:13	158000/158000	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22bfdb4de8e4458805bb05abc156ff0c70%22	https://wellness-massagen-nuernberg.de/datenschutz/Trident/	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/datenschutz/Trident/index.html	(from https://wellness-massagen-nuernberg.de/datenschutz/)
18:02:13	158000/158000	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22bfdb4de8e4458805bb05abc156ff0c70%22	https://wellness-massagen-nuernberg.de/chrome-extension://	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/chrome-extension_/index.html	(from https://connect.facebook.net/de_DE/sdk/xfbml.customerchat.js)
18:02:13	148787/148787	---M--	200	added ('OK')	image/jpeg	etag:%226d5cd220ff02db63e1e057f7238ca043%22	https://gallery.mailchimp.com/2e741b16acb874c2c8afe237c/images/7a867db3-c0b9-4824-ab87-b69d14a0d516.jpg	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/2e741b16acb874c2c8afe237c/images/7a867db3-c0b9-4824-ab87-b69d14a0d516.jpg	(from https://wellness-massagen-nuernberg.de/about/)
18:02:13	158000/158000	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22bfdb4de8e4458805bb05abc156ff0c70%22	https://wellness-massagen-nuernberg.de/restserver.php	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/restserver.php	(from https://connect.facebook.net/de_DE/sdk/xfbml.customerchat.js)
18:02:14	158000/158000	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22bfdb4de8e4458805bb05abc156ff0c70%22	https://wellness-massagen-nuernberg.de/^([^:/?	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/^([^_/indexd41d.html	(from https://connect.facebook.net/de_DE/sdk/xfbml.customerchat.js)
18:02:14	142/142	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2025%20Jun%202021%2016:02:13%20GMT	https://wellness-massagen-nuernberg.de/GET	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/GET	(from https://connect.facebook.net/de_DE/sdk/xfbml.customerchat.js)
18:02:16	158000/158000	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22bfdb4de8e4458805bb05abc156ff0c70%22	https://wellness-massagen-nuernberg.de/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from https://connect.facebook.net/de_DE/sdk/xfbml.customerchat.js)
18:02:16	158000/158000	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22bfdb4de8e4458805bb05abc156ff0c70%22	https://wellness-massagen-nuernberg.de/GET/	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/GET/index.html	(from https://connect.facebook.net/de_DE/sdk/xfbml.customerchat.js)
18:02:17	158000/158000	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22bfdb4de8e4458805bb05abc156ff0c70%22	https://wellness-massagen-nuernberg.de/dialog/	C:/Users/rolfw/OneDrive/Dokumente/Meine%20Webseiten/Wellness/dialog/index.html	(from https://connect.facebook.net/de_DE/sdk/xfbml.customerchat.js)
